crop_name,variety,category,state,district,season,month,buyer_type,price,quantity_sold,historical_demand,is_holiday_event,demand_kg,is_synthetic
Tomato,Hybrid,Vegetable,Punjab,Ludhiana,Year-Round,5,WHOLESALER,48.03,1318.51,1514.13,0,1883.78,True
Green Chilli,Local,Spice,Uttar Pradesh,Agra,Year-Round,8,WHOLESALER,13.63,599.84,659.76,0,1192.59,True
Tomato,Desi,Vegetable,Maharashtra,Mumbai,Kharif,4,BUSINESS,72.42,1576.97,1495.17,1,2266.14,True
Tomato,Desi,Vegetable,Punjab,Ludhiana,Year-Round,12,RESTAURANT,88.44,1810.77,1489.23,0,1301.32,True
Mango,Local,Fruit,Maharashtra,Pune,Zaid,10,RETAILER,84.39,786.98,847.47,1,658.94,True
Groundnut,Local,Oilseed,Tamil Nadu,Chennai,Rabi,6,BUSINESS,30.77,803.58,831.19,0,1221.55,True
Potato,Local,Vegetable,Madhya Pradesh,Indore,Zaid,1,BUSINESS,83.68,2142.5,1946.83,0,1597.48,True
Green Chilli,Local,Spice,Gujarat,Rajkot,Rabi,8,BUSINESS,16.2,603.46,667.49,0,1094.99,True
Tomato,Desi,Vegetable,Maharashtra,Pune,Kharif,5,BUSINESS,75.79,1080.67,1076.73,0,992.7,True
Wheat,Common,Cereal,Uttar Pradesh,Agra,Zaid,5,INDIVIDUAL,69.99,2258.11,2193.88,0,952.83,True
Green Chilli,Local,Spice,Gujarat,Rajkot,Rabi,10,RETAILER,69.85,586.19,612.3,1,588.83,True
Potato,Local,Vegetable,Maharashtra,Pune,Zaid,9,WHOLESALER,69.9,2145.47,1877.96,0,1997.25,True
Maize,Hybrid,Cereal,Karnataka,Bengaluru,Year-Round,6,WHOLESALER,71.36,1043.71,1263.54,0,1550.93,True
Potato,Local,Vegetable,Madhya Pradesh,Indore,Rabi,8,RESTAURANT,89.71,1237.54,1652.91,0,1521.65,True
Potato,Local,Vegetable,Punjab,Ludhiana,Rabi,5,INDIVIDUAL,14.27,1772.99,1860.97,0,1165.97,True
Onion,Red,Vegetable,Maharashtra,Nashik,Zaid,7,BUSINESS,51.79,1372.96,1324.72,0,1675.94,True
Wheat,Common,Cereal,Gujarat,Rajkot,Rabi,2,RESTAURANT,33.05,2159.76,2161.59,0,2405.67,True
Potato,Local,Vegetable,Uttar Pradesh,Agra,Year-Round,12,WHOLESALER,67.2,2137.88,1815.91,0,1947.65,True
Rice,Common,Cereal,Maharashtra,Nashik,Zaid,1,WHOLESALER,40.97,2786.19,2549.65,0,3586.5,True
Rice,Basmati,Cereal,Maharashtra,Nashik,Kharif,6,BUSINESS,50.7,2337.83,2636.28,0,3334.39,True
Soybean,Local,Oilseed,Maharashtra,Pune,Zaid,11,RETAILER,57.69,984.34,819.21,1,813.41,True
Groundnut,Local,Oilseed,Maharashtra,Mumbai,Kharif,3,WHOLESALER,78.51,675.46,800.41,0,784.51,True
Green Chilli,Local,Spice,Punjab,Ludhiana,Year-Round,6,WHOLESALER,18.29,430.2,431.63,0,998.43,True
Tomato,Hybrid,Vegetable,Gujarat,Rajkot,Kharif,4,RETAILER,24.39,1399.14,1350.24,1,2031.44,True
Onion,Red,Vegetable,Punjab,Ludhiana,Rabi,8,BUSINESS,15.48,1738.94,1571.77,0,2412.17,True
Soybean,Local,Oilseed,Uttar Pradesh,Agra,Zaid,10,RETAILER,72.58,862.97,947.97,1,692.62,True
Rice,Common,Cereal,Uttar Pradesh,Agra,Zaid,2,RESTAURANT,87.14,3068.37,2829.85,0,2147.35,True
Soybean,Local,Oilseed,Gujarat,Rajkot,Year-Round,9,INDIVIDUAL,88.54,871.11,1025.46,0,350.36,True
Potato,Local,Vegetable,Maharashtra,Mumbai,Kharif,5,BUSINESS,39.26,1418.67,1555.82,0,1855.51,True
Rice,Common,Cereal,Uttar Pradesh,Agra,Zaid,1,RETAILER,88.48,2057.78,2472.09,0,1883.59,True
Tomato,Hybrid,Vegetable,Maharashtra,Nashik,Rabi,6,WHOLESALER,49.81,1611.7,1531.47,0,2463.33,True
Tomato,Desi,Vegetable,Maharashtra,Mumbai,Kharif,7,BUSINESS,16.86,1491.78,1481.64,0,2350.79,True
Tomato,Hybrid,Vegetable,Madhya Pradesh,Indore,Kharif,4,WHOLESALER,37.76,1513.12,1491.17,1,3197.83,True
Wheat,Common,Cereal,Gujarat,Rajkot,Kharif,6,BUSINESS,79.91,1892.91,2329.97,0,2687.3,True
Tomato,Hybrid,Vegetable,Karnataka,Bengaluru,Zaid,6,BUSINESS,47.23,1343.06,1488.32,0,1846.46,True
Green Chilli,Local,Spice,Maharashtra,Mumbai,Zaid,8,BUSINESS,52.82,602.62,655.15,0,846.94,True
Rice,Common,Cereal,Tamil Nadu,Chennai,Zaid,8,WHOLESALER,24.32,3220.48,2880.81,0,5198.11,True
Rice,Common,Cereal,Maharashtra,Mumbai,Kharif,3,RESTAURANT,33.6,2305.8,2457.91,0,2718.19,True
Groundnut,Local,Oilseed,Punjab,Ludhiana,Year-Round,6,RESTAURANT,80.83,917.34,914.68,0,1001.83,True
Tomato,Hybrid,Vegetable,Madhya Pradesh,Indore,Kharif,5,INDIVIDUAL,37.19,1430.51,1370.71,0,634.1,True
Onion,Red,Vegetable,Tamil Nadu,Chennai,Year-Round,2,WHOLESALER,18.19,1299.74,1438.79,0,2393.99,True
Maize,Hybrid,Cereal,Karnataka,Bengaluru,Rabi,2,RESTAURANT,71.25,1077.92,953.93,0,807.99,True
Mango,Local,Fruit,Punjab,Ludhiana,Year-Round,8,WHOLESALER,19.85,703.45,754.64,0,1329.83,True
Maize,Hybrid,Cereal,Maharashtra,Mumbai,Zaid,2,WHOLESALER,59.87,1057.96,1313.83,0,1552.42,True
Groundnut,Local,Oilseed,Maharashtra,Mumbai,Kharif,4,INDIVIDUAL,64.74,1031.99,902.59,1,411.65,True
Mango,Local,Fruit,Madhya Pradesh,Indore,Rabi,9,BUSINESS,29.72,830.1,759.26,0,1041.01,True
Maize,Hybrid,Cereal,Uttar Pradesh,Agra,Zaid,5,RESTAURANT,71.53,1423.32,1211.38,0,1134.08,True
Onion,Red,Vegetable,Maharashtra,Nashik,Zaid,9,RESTAURANT,16.61,1568.47,1439.51,0,1881.74,True
Rice,Basmati,Cereal,Karnataka,Bengaluru,Kharif,8,RESTAURANT,44.2,2189.35,2215.33,0,2680.41,True
Tomato,Hybrid,Vegetable,Tamil Nadu,Chennai,Year-Round,8,WHOLESALER,87.37,1428.02,1558.24,0,1943.02,True
Rice,Common,Cereal,Tamil Nadu,Chennai,Zaid,12,RETAILER,33.96,2849.03,2728.76,0,2970.56,True
Wheat,Common,Cereal,Maharashtra,Nashik,Rabi,9,RETAILER,48.56,2089.25,2591.99,0,2002.98,True
Maize,Hybrid,Cereal,Karnataka,Bengaluru,Zaid,4,BUSINESS,78.48,1094.59,982.54,1,1408.66,True
Maize,Hybrid,Cereal,Gujarat,Rajkot,Zaid,7,INDIVIDUAL,77.38,827.72,1038.61,0,440.72,True
Green Chilli,Local,Spice,Punjab,Ludhiana,Kharif,4,INDIVIDUAL,58.72,576.71,558.93,1,303.17,True
Tomato,Hybrid,Vegetable,Maharashtra,Pune,Year-Round,1,INDIVIDUAL,66.17,1314.37,1331.94,0,433.25,True
Rice,Basmati,Cereal,Gujarat,Rajkot,Kharif,3,BUSINESS,73.53,2783.62,2382.85,0,2416.84,True
Mango,Local,Fruit,Karnataka,Bengaluru,Rabi,12,INDIVIDUAL,87.72,646.96,728.32,0,253.26,True
Wheat,Common,Cereal,Madhya Pradesh,Indore,Rabi,6,RETAILER,12.23,2425.77,2395.25,0,3452.52,True
Groundnut,Local,Oilseed,Gujarat,Rajkot,Zaid,12,WHOLESALER,87.78,625.0,831.28,0,938.38,True
Onion,Red,Vegetable,Gujarat,Rajkot,Kharif,6,RETAILER,12.6,1180.88,1226.39,0,1710.83,True
Green Chilli,Local,Spice,Punjab,Ludhiana,Kharif,10,RESTAURANT,15.46,604.39,649.76,1,1158.24,True
Green Chilli,Local,Spice,Maharashtra,Mumbai,Zaid,7,RETAILER,14.31,545.56,565.48,0,793.96,True
Groundnut,Local,Oilseed,Maharashtra,Nashik,Year-Round,12,RESTAURANT,44.06,925.99,872.71,0,774.77,True
Soybean,Local,Oilseed,Madhya Pradesh,Indore,Year-Round,10,INDIVIDUAL,12.12,975.03,1035.03,1,769.2,True
Rice,Common,Cereal,Maharashtra,Nashik,Zaid,4,WHOLESALER,32.02,3084.57,2879.86,1,5434.75,True
Mango,Local,Fruit,Gujarat,Rajkot,Year-Round,1,RETAILER,43.53,933.21,821.39,0,649.23,True
Tomato,Desi,Vegetable,Tamil Nadu,Chennai,Rabi,2,RESTAURANT,58.31,1447.71,1326.87,0,1161.5,True
Groundnut,Local,Oilseed,Punjab,Ludhiana,Rabi,6,RESTAURANT,53.65,719.99,904.11,0,954.18,True
Tomato,Hybrid,Vegetable,Madhya Pradesh,Indore,Kharif,10,INDIVIDUAL,21.59,1312.13,1206.09,1,796.01,True
Mango,Local,Fruit,Punjab,Ludhiana,Rabi,11,WHOLESALER,43.5,911.77,902.99,1,1316.14,True
Rice,Basmati,Cereal,Maharashtra,Pune,Year-Round,3,RESTAURANT,78.89,2706.4,2466.42,0,2193.18,True
Soybean,Local,Oilseed,Tamil Nadu,Chennai,Rabi,4,BUSINESS,65.7,681.27,783.89,1,1008.45,True
Green Chilli,Local,Spice,Madhya Pradesh,Indore,Year-Round,5,RETAILER,38.98,792.28,678.62,0,655.73,True
Groundnut,Local,Oilseed,Maharashtra,Nashik,Kharif,6,INDIVIDUAL,53.42,859.37,832.22,0,414.51,True
Rice,Basmati,Cereal,Maharashtra,Nashik,Zaid,4,RETAILER,22.96,2377.41,2381.54,1,3588.13,True
Onion,Red,Vegetable,Uttar Pradesh,Agra,Zaid,11,WHOLESALER,42.84,1259.99,1400.9,1,2114.63,True
Green Chilli,Local,Spice,Punjab,Ludhiana,Rabi,5,WHOLESALER,41.23,377.74,442.57,0,672.82,True
Groundnut,Local,Oilseed,Karnataka,Bengaluru,Kharif,6,BUSINESS,88.45,1136.03,863.28,0,771.77,True
Rice,Basmati,Cereal,Punjab,Ludhiana,Zaid,7,RESTAURANT,39.78,2904.16,2635.71,0,3132.47,True
Mango,Local,Fruit,Punjab,Ludhiana,Year-Round,11,BUSINESS,39.09,604.86,694.23,1,941.9,True
Potato,Local,Vegetable,Maharashtra,Pune,Zaid,4,RESTAURANT,73.03,1846.05,1637.62,1,2099.31,True
Potato,Local,Vegetable,Punjab,Ludhiana,Zaid,5,BUSINESS,78.5,1791.78,1685.82,0,1784.32,True
Groundnut,Local,Oilseed,Punjab,Ludhiana,Rabi,11,INDIVIDUAL,47.76,799.52,792.33,1,361.71,True
Soybean,Local,Oilseed,Uttar Pradesh,Agra,Kharif,3,RESTAURANT,52.01,1166.59,1136.95,0,1047.34,True
Rice,Basmati,Cereal,Madhya Pradesh,Indore,Rabi,4,RESTAURANT,27.85,2738.85,2351.08,1,3075.0,True
Tomato,Desi,Vegetable,Maharashtra,Nashik,Zaid,5,RESTAURANT,43.79,1814.71,1707.91,0,2031.96,True
Onion,Red,Vegetable,Madhya Pradesh,Indore,Kharif,3,RETAILER,16.64,1136.94,1256.75,0,1319.86,True
Green Chilli,Local,Spice,Madhya Pradesh,Indore,Year-Round,2,INDIVIDUAL,14.38,554.2,549.0,0,315.42,True
Green Chilli,Local,Spice,Maharashtra,Pune,Kharif,8,RESTAURANT,28.43,626.23,567.86,0,733.77,True
Green Chilli,Local,Spice,Gujarat,Rajkot,Year-Round,5,BUSINESS,63.37,688.04,642.94,0,735.78,True
Tomato,Desi,Vegetable,Gujarat,Rajkot,Zaid,9,WHOLESALER,18.06,873.86,1086.77,0,1854.59,True
Potato,Local,Vegetable,Maharashtra,Pune,Kharif,3,RESTAURANT,79.78,1555.12,1701.28,0,1455.85,True
Tomato,Desi,Vegetable,Uttar Pradesh,Agra,Year-Round,2,WHOLESALER,67.39,1245.11,1156.78,0,1212.54,True
Rice,Common,Cereal,Gujarat,Rajkot,Rabi,7,RESTAURANT,13.72,3262.98,2867.2,0,4782.98,True
Tomato,Hybrid,Vegetable,Tamil Nadu,Chennai,Rabi,5,INDIVIDUAL,59.07,1436.46,1704.1,0,546.8,True
Soybean,Local,Oilseed,Karnataka,Bengaluru,Year-Round,6,BUSINESS,61.69,674.5,967.47,0,1288.6,True
Onion,Red,Vegetable,Punjab,Ludhiana,Year-Round,6,BUSINESS,23.14,1435.03,1296.57,0,1728.64,True
Tomato,Desi,Vegetable,Gujarat,Rajkot,Rabi,11,RETAILER,70.39,1198.94,1296.35,1,1146.66,True
Rice,Basmati,Cereal,Uttar Pradesh,Agra,Kharif,7,WHOLESALER,48.42,2565.28,2619.95,0,3807.72,True
Maize,Hybrid,Cereal,Maharashtra,Pune,Year-Round,4,BUSINESS,82.76,1101.41,1116.46,1,1456.82,True
Rice,Basmati,Cereal,Gujarat,Rajkot,Year-Round,3,INDIVIDUAL,21.05,2351.82,2519.59,0,1194.7,True
Green Chilli,Local,Spice,Punjab,Ludhiana,Zaid,5,RETAILER,33.72,653.28,624.63,0,617.62,True
Maize,Hybrid,Cereal,Tamil Nadu,Chennai,Kharif,4,RESTAURANT,61.48,830.21,833.23,1,1030.37,True
Tomato,Desi,Vegetable,Maharashtra,Mumbai,Year-Round,9,BUSINESS,79.0,1482.64,1444.52,0,1189.48,True
Onion,Red,Vegetable,Maharashtra,Pune,Year-Round,9,RETAILER,79.84,1755.19,1517.25,0,1160.15,True
Tomato,Desi,Vegetable,Tamil Nadu,Chennai,Year-Round,8,BUSINESS,69.61,1578.67,1398.26,0,1288.63,True
Green Chilli,Local,Spice,Gujarat,Rajkot,Rabi,6,RETAILER,81.44,454.52,547.29,0,399.35,True
Green Chilli,Local,Spice,Punjab,Ludhiana,Rabi,8,WHOLESALER,13.51,590.48,607.14,0,1142.85,True
Maize,Hybrid,Cereal,Maharashtra,Mumbai,Zaid,6,RETAILER,82.67,1063.9,1200.54,0,1127.95,True
Rice,Common,Cereal,Maharashtra,Nashik,Year-Round,12,WHOLESALER,78.86,2231.78,2456.76,0,2793.96,True
Maize,Hybrid,Cereal,Maharashtra,Pune,Kharif,6,INDIVIDUAL,38.66,1095.22,1006.87,0,544.41,True
Groundnut,Local,Oilseed,Punjab,Ludhiana,Year-Round,7,BUSINESS,78.07,1094.6,1013.12,0,1128.34,True
Wheat,Common,Cereal,Uttar Pradesh,Agra,Zaid,4,RESTAURANT,67.39,2621.87,2436.03,1,2781.1,True
Mango,Local,Fruit,Karnataka,Bengaluru,Rabi,8,RETAILER,30.65,999.85,796.58,0,863.65,True
Groundnut,Local,Oilseed,Uttar Pradesh,Agra,Kharif,1,RESTAURANT,68.6,948.62,920.8,0,757.37,True
Potato,Local,Vegetable,Punjab,Ludhiana,Year-Round,8,BUSINESS,42.28,1681.07,1955.65,0,2510.05,True
Tomato,Hybrid,Vegetable,Karnataka,Bengaluru,Rabi,8,BUSINESS,54.03,1454.75,1524.85,0,1763.97,True
Onion,Red,Vegetable,Karnataka,Bengaluru,Kharif,11,RETAILER,86.72,1152.34,1427.79,1,1202.35,True
Soybean,Local,Oilseed,Punjab,Ludhiana,Rabi,5,WHOLESALER,54.66,786.58,933.83,0,1416.34,True
Wheat,Common,Cereal,Maharashtra,Nashik,Kharif,11,INDIVIDUAL,53.12,2917.68,2443.64,1,1014.9,True
Maize,Hybrid,Cereal,Karnataka,Bengaluru,Zaid,12,RESTAURANT,88.53,975.47,924.21,0,885.27,True
Rice,Common,Cereal,Uttar Pradesh,Agra,Rabi,2,WHOLESALER,13.11,2389.77,2245.57,0,4173.4,True
Tomato,Desi,Vegetable,Maharashtra,Nashik,Zaid,11,INDIVIDUAL,86.33,1350.12,1288.01,1,523.51,True
Onion,Red,Vegetable,Maharashtra,Nashik,Zaid,7,RETAILER,24.69,1736.55,1474.03,0,1791.0,True
Rice,Basmati,Cereal,Tamil Nadu,Chennai,Kharif,10,BUSINESS,39.85,2346.08,2187.4,1,3209.64,True
Wheat,Common,Cereal,Uttar Pradesh,Agra,Kharif,11,RETAILER,43.42,3252.8,2291.5,1,2066.19,True
Rice,Common,Cereal,Maharashtra,Nashik,Zaid,4,BUSINESS,70.83,2370.37,2114.7,1,2599.58,True
Onion,Red,Vegetable,Punjab,Ludhiana,Zaid,2,BUSINESS,78.09,1599.0,1510.69,0,1349.91,True
Green Chilli,Local,Spice,Maharashtra,Nashik,Kharif,6,WHOLESALER,65.0,476.73,578.13,0,832.14,True
Green Chilli,Local,Spice,Maharashtra,Mumbai,Year-Round,10,RESTAURANT,34.03,767.78,702.12,1,903.41,True
Rice,Common,Cereal,Gujarat,Rajkot,Kharif,5,BUSINESS,76.21,2939.44,2629.25,0,2603.75,True
Potato,Local,Vegetable,Madhya Pradesh,Indore,Rabi,12,RETAILER,40.42,1791.99,1657.32,0,1449.18,True
Tomato,Hybrid,Vegetable,Maharashtra,Mumbai,Zaid,8,RESTAURANT,77.19,1468.76,1685.37,0,1634.4,True
Potato,Local,Vegetable,Maharashtra,Pune,Kharif,1,INDIVIDUAL,34.03,1892.76,2014.65,0,862.89,True
Green Chilli,Local,Spice,Tamil Nadu,Chennai,Kharif,9,BUSINESS,52.76,487.83,556.11,0,530.58,True
Potato,Local,Vegetable,Uttar Pradesh,Agra,Zaid,4,BUSINESS,36.19,1827.41,1665.17,1,2932.39,True
Maize,Hybrid,Cereal,Punjab,Ludhiana,Kharif,7,WHOLESALER,35.63,1086.37,1231.35,0,1915.14,True
Groundnut,Local,Oilseed,Uttar Pradesh,Agra,Year-Round,7,INDIVIDUAL,54.31,851.56,889.28,0,360.22,True
Rice,Common,Cereal,Maharashtra,Pune,Zaid,9,RETAILER,86.27,2395.1,2187.0,0,1673.91,True
Rice,Basmati,Cereal,Maharashtra,Nashik,Kharif,9,RESTAURANT,40.8,3051.5,2700.84,0,3002.06,True
Groundnut,Local,Oilseed,Uttar Pradesh,Agra,Kharif,7,WHOLESALER,68.86,880.18,814.08,0,1032.88,True
Rice,Basmati,Cereal,Uttar Pradesh,Agra,Year-Round,4,INDIVIDUAL,78.81,2969.62,2635.01,1,1337.93,True
Rice,Common,Cereal,Maharashtra,Nashik,Kharif,3,WHOLESALER,24.72,3064.19,2780.84,0,4239.22,True
Onion,Red,Vegetable,Maharashtra,Mumbai,Year-Round,10,RETAILER,87.68,1136.8,1389.98,1,1156.46,True
Groundnut,Local,Oilseed,Maharashtra,Mumbai,Rabi,9,RETAILER,87.43,783.2,850.6,0,635.36,True
Potato,Local,Vegetable,Maharashtra,Mumbai,Year-Round,11,RESTAURANT,79.49,1768.0,1875.78,1,1722.38,True
Rice,Common,Cereal,Maharashtra,Pune,Year-Round,6,RESTAURANT,51.12,2402.9,2546.66,0,2881.67,True
Onion,Red,Vegetable,Gujarat,Rajkot,Year-Round,1,RETAILER,13.54,1206.05,1414.26,0,1638.1,True
Mango,Local,Fruit,Maharashtra,Nashik,Rabi,1,INDIVIDUAL,69.15,731.63,745.18,0,245.09,True
Maize,Hybrid,Cereal,Maharashtra,Mumbai,Rabi,5,RESTAURANT,16.41,1280.6,1202.52,0,1803.85,True
Onion,Red,Vegetable,Uttar Pradesh,Agra,Zaid,7,RESTAURANT,73.25,1429.99,1459.43,0,1487.36,True
Tomato,Desi,Vegetable,Uttar Pradesh,Agra,Rabi,5,BUSINESS,43.48,1432.78,1294.5,0,1733.67,True
Maize,Hybrid,Cereal,Maharashtra,Nashik,Zaid,1,BUSINESS,17.78,1479.54,1142.97,0,1691.41,True
Wheat,Common,Cereal,Uttar Pradesh,Agra,Rabi,10,RESTAURANT,58.44,2689.38,2727.55,1,2878.25,True
Onion,Red,Vegetable,Maharashtra,Mumbai,Year-Round,3,WHOLESALER,32.86,1305.04,1513.6,0,2311.67,True
Maize,Hybrid,Cereal,Karnataka,Bengaluru,Zaid,12,WHOLESALER,79.56,1353.16,1269.17,0,1462.88,True
Groundnut,Local,Oilseed,Gujarat,Rajkot,Rabi,4,WHOLESALER,41.14,810.25,862.07,1,1673.77,True
Maize,Hybrid,Cereal,Karnataka,Bengaluru,Zaid,1,WHOLESALER,43.12,1032.04,1082.08,0,1447.22,True
Rice,Basmati,Cereal,Uttar Pradesh,Agra,Kharif,10,WHOLESALER,69.94,2578.11,2682.01,1,3830.33,True
Groundnut,Local,Oilseed,Tamil Nadu,Chennai,Zaid,10,RESTAURANT,57.98,1039.97,875.26,1,1084.09,True
Soybean,Local,Oilseed,Maharashtra,Pune,Year-Round,8,RETAILER,75.83,915.56,942.96,0,738.16,True
Tomato,Desi,Vegetable,Maharashtra,Mumbai,Rabi,10,RETAILER,64.48,1458.78,1390.71,1,1353.42,True
Potato,Local,Vegetable,Karnataka,Bengaluru,Zaid,8,RESTAURANT,60.11,2164.76,1956.45,0,1821.13,True
Soybean,Local,Oilseed,Maharashtra,Nashik,Kharif,6,RESTAURANT,53.99,863.66,953.6,0,942.19,True
Rice,Basmati,Cereal,Punjab,Ludhiana,Kharif,2,RESTAURANT,47.44,2345.4,2165.35,0,1861.93,True
Onion,Red,Vegetable,Maharashtra,Pune,Year-Round,11,INDIVIDUAL,73.15,1641.24,1640.71,1,532.01,True
Groundnut,Local,Oilseed,Tamil Nadu,Chennai,Kharif,4,INDIVIDUAL,48.62,820.5,933.21,1,508.33,True
Rice,Basmati,Cereal,Uttar Pradesh,Agra,Kharif,5,RETAILER,26.48,2695.04,2461.57,0,2872.96,True
Onion,Red,Vegetable,Maharashtra,Mumbai,Zaid,4,INDIVIDUAL,12.62,1515.05,1385.42,1,986.46,True
Soybean,Local,Oilseed,Karnataka,Bengaluru,Year-Round,9,INDIVIDUAL,36.01,848.37,983.58,0,383.16,True
Soybean,Local,Oilseed,Madhya Pradesh,Indore,Year-Round,1,RETAILER,20.0,781.19,1051.16,0,996.35,True
Rice,Basmati,Cereal,Punjab,Ludhiana,Rabi,7,RETAILER,38.89,1793.37,2503.58,0,2363.04,True
Rice,Basmati,Cereal,Tamil Nadu,Chennai,Kharif,5,INDIVIDUAL,68.31,1737.67,2444.45,0,1116.38,True
Green Chilli,Local,Spice,Maharashtra,Pune,Kharif,6,BUSINESS,52.16,552.72,572.01,0,724.14,True
Soybean,Local,Oilseed,Maharashtra,Mumbai,Year-Round,2,RETAILER,28.53,811.77,864.66,0,734.76,True
Rice,Basmati,Cereal,Gujarat,Rajkot,Year-Round,11,INDIVIDUAL,44.35,2421.67,2275.22,1,1125.72,True
Potato,Local,Vegetable,Gujarat,Rajkot,Zaid,10,RETAILER,27.89,1449.98,1895.43,1,2223.31,True
Tomato,Hybrid,Vegetable,Punjab,Ludhiana,Year-Round,7,WHOLESALER,51.96,1561.3,1508.49,0,2101.97,True
Potato,Local,Vegetable,Madhya Pradesh,Indore,Rabi,1,INDIVIDUAL,72.57,2061.27,1984.99,0,632.4,True
Green Chilli,Local,Spice,Tamil Nadu,Chennai,Rabi,12,RETAILER,53.78,733.93,702.56,0,598.95,True
Maize,Hybrid,Cereal,Maharashtra,Mumbai,Year-Round,3,RETAILER,53.46,1253.05,1246.49,0,977.99,True
Groundnut,Local,Oilseed,Punjab,Ludhiana,Rabi,9,WHOLESALER,82.34,613.96,634.97,0,750.58,True
Maize,Hybrid,Cereal,Gujarat,Rajkot,Year-Round,12,BUSINESS,62.57,992.81,1078.67,0,1051.12,True
Groundnut,Local,Oilseed,Maharashtra,Mumbai,Zaid,3,RESTAURANT,67.12,796.3,964.43,0,751.84,True
Groundnut,Local,Oilseed,Maharashtra,Pune,Rabi,1,RETAILER,12.41,973.15,900.9,0,1044.54,True
Wheat,Common,Cereal,Tamil Nadu,Chennai,Rabi,10,INDIVIDUAL,52.64,2808.29,2419.68,1,1040.62,True
Onion,Red,Vegetable,Maharashtra,Nashik,Zaid,5,RESTAURANT,60.4,1381.55,1299.11,0,1350.68,True
Soybean,Local,Oilseed,Maharashtra,Nashik,Year-Round,7,RESTAURANT,45.79,998.49,938.8,0,1102.21,True
Green Chilli,Local,Spice,Uttar Pradesh,Agra,Rabi,10,BUSINESS,48.97,601.29,540.73,1,661.56,True
Wheat,Common,Cereal,Maharashtra,Pune,Rabi,12,WHOLESALER,51.55,1922.99,2158.07,0,3093.4,True
Soybean,Local,Oilseed,Madhya Pradesh,Indore,Rabi,1,RETAILER,32.6,1030.47,966.32,0,807.1,True
Mango,Local,Fruit,Punjab,Ludhiana,Rabi,11,BUSINESS,76.25,714.71,728.39,1,876.62,True
Rice,Common,Cereal,Uttar Pradesh,Agra,Year-Round,4,WHOLESALER,66.52,1787.2,2337.78,1,3848.29,True
Wheat,Common,Cereal,Maharashtra,Pune,Year-Round,6,RETAILER,82.04,1944.42,2024.45,0,1813.23,True
Rice,Common,Cereal,Gujarat,Rajkot,Kharif,6,WHOLESALER,77.9,2220.43,2722.01,0,3786.54,True
Soybean,Local,Oilseed,Maharashtra,Mumbai,Kharif,11,RESTAURANT,56.55,877.95,1008.18,1,999.13,True
Potato,Local,Vegetable,Karnataka,Bengaluru,Zaid,11,INDIVIDUAL,73.13,1587.11,1473.83,1,551.13,True
Rice,Basmati,Cereal,Gujarat,Rajkot,Rabi,1,BUSINESS,15.04,2797.04,2672.97,0,4268.6,True
Potato,Local,Vegetable,Maharashtra,Mumbai,Year-Round,5,INDIVIDUAL,43.38,1646.05,1680.15,0,863.78,True
Tomato,Desi,Vegetable,Tamil Nadu,Chennai,Year-Round,3,RESTAURANT,84.47,1465.82,1403.88,0,956.81,True
Groundnut,Local,Oilseed,Punjab,Ludhiana,Zaid,5,BUSINESS,50.54,953.04,839.72,0,993.26,True
Groundnut,Local,Oilseed,Maharashtra,Pune,Zaid,7,WHOLESALER,20.58,932.89,910.81,0,1825.14,True
Rice,Common,Cereal,Tamil Nadu,Chennai,Zaid,9,RETAILER,17.44,3146.74,3018.18,0,3364.63,True
Wheat,Common,Cereal,Uttar Pradesh,Agra,Rabi,2,RETAILER,77.31,2876.7,2706.8,0,2018.88,True
Groundnut,Local,Oilseed,Gujarat,Rajkot,Rabi,4,RESTAURANT,61.84,984.85,950.65,1,1119.28,True
Groundnut,Local,Oilseed,Gujarat,Rajkot,Year-Round,8,RESTAURANT,16.06,860.9,868.61,0,1233.21,True
Tomato,Hybrid,Vegetable,Karnataka,Bengaluru,Year-Round,7,RESTAURANT,28.48,1440.54,1594.43,0,2239.33,True
Potato,Local,Vegetable,Maharashtra,Mumbai,Year-Round,5,WHOLESALER,65.91,2015.24,1686.32,0,2475.0,True
Green Chilli,Local,Spice,Karnataka,Bengaluru,Year-Round,7,INDIVIDUAL,88.08,643.55,620.58,0,224.49,True
Mango,Local,Fruit,Maharashtra,Pune,Zaid,4,WHOLESALER,32.95,625.27,785.78,1,1495.99,True
Wheat,Common,Cereal,Gujarat,Rajkot,Kharif,8,BUSINESS,76.48,1739.01,2060.41,0,2214.13,True
Green Chilli,Local,Spice,Uttar Pradesh,Agra,Rabi,8,RESTAURANT,12.24,699.67,690.03,0,1093.77,True
Tomato,Hybrid,Vegetable,Madhya Pradesh,Indore,Zaid,10,RETAILER,67.78,1142.9,1370.41,1,1213.16,True
Tomato,Desi,Vegetable,Maharashtra,Mumbai,Year-Round,8,RETAILER,79.25,1212.76,1158.04,0,771.85,True
Rice,Common,Cereal,Maharashtra,Nashik,Year-Round,9,BUSINESS,13.23,2400.98,1938.69,0,3234.99,True
Rice,Basmati,Cereal,Maharashtra,Mumbai,Year-Round,7,RETAILER,79.06,2377.93,2989.1,0,2306.46,True
Onion,Red,Vegetable,Tamil Nadu,Chennai,Year-Round,8,INDIVIDUAL,81.41,1632.89,1406.01,0,524.55,True
Rice,Basmati,Cereal,Karnataka,Bengaluru,Year-Round,7,RETAILER,69.85,2696.24,2931.87,0,2454.11,True
