crop_name,variety,category,state,district,mandi_name,season,month,quantity_kg,grade,demand_index,historical_avg_price,unit_price,is_synthetic
Onion,Red,Vegetable,Maharashtra,Nashik,Nashik APMC,Zaid,2,1935.5,Grade A,1.02,22.11,21.16,True
Potato,Local,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Rabi,4,4373.02,Grade B,0.79,18.53,15.0,True
Mango,Local,Fruit,Punjab,Ludhiana,Ludhiana Mandi,Year-Round,1,626.01,Grade A,1.58,69.78,118.0,True
Rice,Basmati,Cereal,Maharashtra,Mumbai,Vashi APMC,Year-Round,9,1646.51,Grade A,0.63,72.4,47.67,True
Onion,Red,Vegetable,Maharashtra,Pune,Pune APMC,Year-Round,2,706.0,Grade C,1.63,21.96,28.5,True
Rice,Basmati,Cereal,Uttar Pradesh,Agra,Agra Mandi,Kharif,3,2023.38,Grade A,0.78,71.34,58.25,True
Tomato,Desi,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Kharif,12,3894.78,Grade A,0.75,21.05,16.55,True
Onion,Red,Vegetable,Maharashtra,Pune,Pune APMC,Kharif,6,51.65,Grade A,0.62,19.08,16.6,True
Potato,Local,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Zaid,9,337.91,Grade A,1.79,18.21,36.18,True
Maize,Hybrid,Cereal,Madhya Pradesh,Indore,Indore Mandi,Zaid,5,650.86,Grade A,0.96,22.53,25.82,True
Mango,Local,Fruit,Maharashtra,Nashik,Nashik APMC,Year-Round,8,4079.15,Grade B,1.34,69.94,85.71,True
Mango,Local,Fruit,Uttar Pradesh,Agra,Agra Mandi,Zaid,5,4438.69,Grade B,1.14,62.36,66.83,True
Mango,Local,Fruit,Uttar Pradesh,Agra,Agra Mandi,Rabi,6,4820.92,Grade A,0.9,63.79,64.63,True
Rice,Basmati,Cereal,Madhya Pradesh,Indore,Indore Mandi,Kharif,10,988.99,Grade B,1.34,80.61,97.68,True
Green Chilli,Local,Spice,Punjab,Ludhiana,Ludhiana Mandi,Rabi,4,1888.47,Grade A,0.92,39.97,45.94,True
Rice,Common,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Rabi,2,1657.15,Grade A,1.48,28.55,42.44,True
Onion,Red,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Rabi,10,4465.82,Grade A,1.75,20.82,37.38,True
Tomato,Hybrid,Vegetable,Maharashtra,Pune,Pune APMC,Year-Round,1,4212.31,Grade A,0.65,24.82,17.37,True
Groundnut,Local,Oilseed,Madhya Pradesh,Indore,Indore Mandi,Rabi,6,3201.51,Grade A,1.34,55.14,87.0,True
Potato,Local,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Year-Round,7,3417.13,Grade C,0.65,18.34,9.98,True
Potato,Local,Vegetable,Gujarat,Rajkot,Rajkot APMC,Zaid,5,2567.47,Grade A,1.07,18.34,23.1,True
Onion,Red,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Zaid,12,1806.46,Grade B,1.09,24.21,25.13,True
Wheat,Common,Cereal,Gujarat,Rajkot,Rajkot APMC,Rabi,12,4499.56,Grade A,1.54,26.07,40.39,True
Maize,Hybrid,Cereal,Maharashtra,Nashik,Nashik APMC,Kharif,2,1644.97,Grade B,0.75,20.22,13.42,True
Green Chilli,Local,Spice,Gujarat,Rajkot,Rajkot APMC,Zaid,12,825.36,Grade B,0.65,40.74,23.71,True
Maize,Hybrid,Cereal,Maharashtra,Nashik,Nashik APMC,Year-Round,12,1973.83,Grade B,0.8,22.55,16.8,True
Mango,Local,Fruit,Gujarat,Rajkot,Rajkot APMC,Zaid,8,4962.46,Grade C,1.41,68.88,78.58,True
Mango,Local,Fruit,Maharashtra,Nashik,Nashik APMC,Zaid,5,4893.07,Grade A,1.5,58.27,100.63,True
Groundnut,Local,Oilseed,Gujarat,Rajkot,Rajkot APMC,Rabi,9,4690.07,Grade B,0.65,54.58,31.75,True
Onion,Red,Vegetable,Maharashtra,Mumbai,Vashi APMC,Rabi,3,795.85,Grade A,1.01,24.6,26.45,True
Tomato,Hybrid,Vegetable,Gujarat,Rajkot,Rajkot APMC,Zaid,3,800.27,Grade A,0.71,27.0,21.08,True
Green Chilli,Local,Spice,Madhya Pradesh,Indore,Indore Mandi,Year-Round,8,1271.06,Grade B,1.47,44.12,65.52,True
Groundnut,Local,Oilseed,Maharashtra,Nashik,Nashik APMC,Rabi,7,3094.14,Grade B,1.43,58.02,79.53,True
Onion,Red,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Rabi,6,4171.77,Grade B,0.61,23.46,15.62,True
Onion,Red,Vegetable,Maharashtra,Mumbai,Vashi APMC,Year-Round,7,2378.08,Grade A,1.2,21.49,30.03,True
Onion,Red,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Rabi,3,732.22,Grade C,1.4,21.27,22.64,True
Tomato,Hybrid,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Zaid,3,371.03,Grade B,1.3,28.72,37.93,True
Wheat,Common,Cereal,Maharashtra,Pune,Pune APMC,Rabi,12,4133.99,Grade C,1.2,30.5,27.14,True
Rice,Basmati,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Zaid,3,2228.99,Grade C,0.78,70.7,35.99,True
Tomato,Desi,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Year-Round,12,3691.53,Grade A,1.8,20.3,38.72,True
Tomato,Hybrid,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Year-Round,11,3445.26,Grade B,1.79,26.7,43.81,True
Soybean,Local,Oilseed,Gujarat,Rajkot,Rajkot APMC,Kharif,10,1705.83,Grade A,0.63,45.51,25.96,True
Potato,Local,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Zaid,10,4370.01,Grade A,1.61,18.74,29.53,True
Soybean,Local,Oilseed,Gujarat,Rajkot,Rajkot APMC,Kharif,10,448.98,Grade B,1.47,34.66,47.1,True
Maize,Hybrid,Cereal,Karnataka,Bengaluru,Bengaluru APMC,Rabi,12,700.18,Grade A,1.08,21.91,27.19,True
Green Chilli,Local,Spice,Uttar Pradesh,Agra,Agra Mandi,Year-Round,6,1345.44,Grade A,0.9,39.28,45.04,True
Rice,Basmati,Cereal,Madhya Pradesh,Indore,Indore Mandi,Rabi,6,373.56,Grade C,1.19,60.45,71.29,True
Rice,Common,Cereal,Uttar Pradesh,Agra,Agra Mandi,Zaid,8,2764.19,Grade A,0.75,34.28,30.95,True
Soybean,Local,Oilseed,Karnataka,Bengaluru,Bengaluru APMC,Year-Round,9,2497.68,Grade A,1.78,46.61,87.25,True
Green Chilli,Local,Spice,Gujarat,Rajkot,Rajkot APMC,Kharif,9,4737.83,Grade B,1.76,38.06,63.65,True
Maize,Hybrid,Cereal,Madhya Pradesh,Indore,Indore Mandi,Rabi,1,4903.56,Grade B,0.87,23.78,15.57,True
Rice,Common,Cereal,Uttar Pradesh,Agra,Agra Mandi,Kharif,6,1169.43,Grade B,1.62,31.93,56.2,True
Rice,Basmati,Cereal,Gujarat,Rajkot,Rajkot APMC,Kharif,2,4316.84,Grade B,1.15,69.94,71.84,True
Wheat,Common,Cereal,Uttar Pradesh,Agra,Agra Mandi,Year-Round,3,307.19,Grade A,1.54,26.55,43.74,True
Onion,Red,Vegetable,Maharashtra,Pune,Pune APMC,Zaid,4,2620.96,Grade B,0.85,21.37,18.12,True
Maize,Hybrid,Cereal,Gujarat,Rajkot,Rajkot APMC,Rabi,1,184.48,Grade B,0.68,23.55,15.07,True
Tomato,Hybrid,Vegetable,Maharashtra,Pune,Pune APMC,Year-Round,7,3301.06,Grade B,1.59,27.62,44.41,True
Potato,Local,Vegetable,Maharashtra,Mumbai,Vashi APMC,Year-Round,8,1471.33,Grade A,1.55,20.7,38.57,True
Rice,Common,Cereal,Maharashtra,Nashik,Nashik APMC,Zaid,8,2624.94,Grade A,1.14,31.56,41.54,True
Potato,Local,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Zaid,11,4918.43,Grade C,0.77,17.21,9.48,True
Green Chilli,Local,Spice,Gujarat,Rajkot,Rajkot APMC,Year-Round,5,2229.6,Grade C,1.34,40.08,49.93,True
Tomato,Hybrid,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Kharif,5,3639.67,Grade C,0.99,23.28,20.07,True
Green Chilli,Local,Spice,Maharashtra,Nashik,Nashik APMC,Zaid,9,4123.64,Grade B,0.85,40.94,31.22,True
Mango,Local,Fruit,Punjab,Ludhiana,Ludhiana Mandi,Kharif,2,598.2,Grade C,1.51,58.09,71.29,True
Wheat,Common,Cereal,Maharashtra,Pune,Pune APMC,Rabi,12,2650.9,Grade C,0.89,26.66,21.01,True
Tomato,Desi,Vegetable,Maharashtra,Nashik,Nashik APMC,Zaid,10,3088.2,Grade B,1.12,22.53,22.77,True
Mango,Local,Fruit,Maharashtra,Mumbai,Vashi APMC,Rabi,3,204.02,Grade C,1.49,63.35,74.51,True
Wheat,Common,Cereal,Karnataka,Bengaluru,Bengaluru APMC,Zaid,9,3293.65,Grade A,1.79,29.94,55.89,True
Rice,Basmati,Cereal,Madhya Pradesh,Indore,Indore Mandi,Zaid,9,1554.53,Grade A,1.38,79.34,122.06,True
Tomato,Desi,Vegetable,Maharashtra,Mumbai,Vashi APMC,Kharif,11,2824.18,Grade C,0.73,17.27,7.43,True
Onion,Red,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Year-Round,3,4885.16,Grade A,0.73,21.06,15.52,True
Wheat,Common,Cereal,Uttar Pradesh,Agra,Agra Mandi,Rabi,6,4298.79,Grade C,0.95,28.44,24.11,True
Maize,Hybrid,Cereal,Karnataka,Bengaluru,Bengaluru APMC,Year-Round,9,1558.52,Grade C,1.6,23.16,29.48,True
Wheat,Common,Cereal,Uttar Pradesh,Agra,Agra Mandi,Kharif,8,1353.41,Grade B,0.66,24.19,17.05,True
Groundnut,Local,Oilseed,Punjab,Ludhiana,Ludhiana Mandi,Zaid,9,288.31,Grade A,1.68,56.88,109.55,True
Rice,Basmati,Cereal,Maharashtra,Nashik,Nashik APMC,Year-Round,7,2680.02,Grade A,1.61,71.65,131.76,True
Groundnut,Local,Oilseed,Gujarat,Rajkot,Rajkot APMC,Rabi,5,365.02,Grade C,1.6,50.92,74.9,True
Maize,Hybrid,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Kharif,1,370.2,Grade B,1.75,20.03,32.93,True
Potato,Local,Vegetable,Maharashtra,Pune,Pune APMC,Year-Round,8,4743.14,Grade B,1.13,18.84,21.65,True
Rice,Common,Cereal,Madhya Pradesh,Indore,Indore Mandi,Year-Round,6,3944.41,Grade A,1.76,32.49,66.21,True
Groundnut,Local,Oilseed,Madhya Pradesh,Indore,Indore Mandi,Kharif,7,2064.51,Grade B,1.67,58.55,103.68,True
Potato,Local,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Rabi,1,3131.47,Grade C,1.16,16.15,11.81,True
Tomato,Hybrid,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Kharif,1,1134.39,Grade A,0.64,24.38,15.72,True
Green Chilli,Local,Spice,Punjab,Ludhiana,Ludhiana Mandi,Kharif,10,1502.77,Grade A,1.72,37.51,67.26,True
Maize,Hybrid,Cereal,Maharashtra,Nashik,Nashik APMC,Year-Round,11,2561.69,Grade B,1.65,25.35,38.03,True
Potato,Local,Vegetable,Maharashtra,Mumbai,Vashi APMC,Kharif,1,1979.87,Grade C,1.48,18.5,21.93,True
Mango,Local,Fruit,Punjab,Ludhiana,Ludhiana Mandi,Year-Round,10,4777.55,Grade A,1.59,65.75,101.97,True
Tomato,Desi,Vegetable,Maharashtra,Pune,Pune APMC,Rabi,1,2308.37,Grade B,1.04,19.66,17.54,True
Onion,Red,Vegetable,Maharashtra,Nashik,Nashik APMC,Kharif,3,1806.12,Grade B,1.73,24.16,39.95,True
Tomato,Desi,Vegetable,Maharashtra,Mumbai,Vashi APMC,Zaid,2,737.41,Grade B,0.74,19.52,12.78,True
Rice,Basmati,Cereal,Maharashtra,Mumbai,Vashi APMC,Kharif,6,4153.64,Grade C,1.79,78.35,126.27,True
Mango,Local,Fruit,Maharashtra,Mumbai,Vashi APMC,Zaid,10,4555.17,Grade B,1.57,64.09,82.19,True
Wheat,Common,Cereal,Maharashtra,Nashik,Nashik APMC,Rabi,6,4266.61,Grade C,1.08,28.18,25.53,True
Rice,Basmati,Cereal,Maharashtra,Pune,Pune APMC,Rabi,2,1951.99,Grade B,1.14,83.98,86.35,True
Rice,Common,Cereal,Gujarat,Rajkot,Rajkot APMC,Zaid,10,1881.76,Grade B,0.63,36.62,16.68,True
Tomato,Desi,Vegetable,Gujarat,Rajkot,Rajkot APMC,Year-Round,4,271.65,Grade B,1.51,19.75,30.68,True
Soybean,Local,Oilseed,Karnataka,Bengaluru,Bengaluru APMC,Rabi,11,1960.08,Grade B,1.55,41.88,60.34,True
Green Chilli,Local,Spice,Gujarat,Rajkot,Rajkot APMC,Rabi,8,4940.78,Grade C,1.14,37.41,35.87,True
Green Chilli,Local,Spice,Uttar Pradesh,Agra,Agra Mandi,Year-Round,3,4821.89,Grade C,1.06,36.49,28.31,True
Tomato,Desi,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Zaid,5,1481.76,Grade A,1.68,21.12,42.43,True
Onion,Red,Vegetable,Maharashtra,Pune,Pune APMC,Year-Round,11,4807.62,Grade B,1.07,19.24,16.94,True
Onion,Red,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Kharif,2,883.27,Grade B,0.9,21.24,18.4,True
Tomato,Desi,Vegetable,Gujarat,Rajkot,Rajkot APMC,Kharif,1,2561.86,Grade A,1.41,21.02,30.21,True
Onion,Red,Vegetable,Maharashtra,Mumbai,Vashi APMC,Kharif,8,4998.58,Grade B,0.78,21.08,16.5,True
Tomato,Hybrid,Vegetable,Maharashtra,Mumbai,Vashi APMC,Year-Round,6,2868.42,Grade A,1.34,24.1,37.61,True
Mango,Local,Fruit,Punjab,Ludhiana,Ludhiana Mandi,Kharif,6,1177.36,Grade B,1.76,66.32,129.17,True
Mango,Local,Fruit,Uttar Pradesh,Agra,Agra Mandi,Kharif,7,667.86,Grade B,1.55,68.23,113.58,True
Mango,Local,Fruit,Uttar Pradesh,Agra,Agra Mandi,Kharif,10,4905.89,Grade C,1.18,66.33,60.93,True
Soybean,Local,Oilseed,Karnataka,Bengaluru,Bengaluru APMC,Rabi,8,2234.06,Grade B,1.33,44.2,60.48,True
Tomato,Hybrid,Vegetable,Maharashtra,Mumbai,Vashi APMC,Kharif,2,2245.11,Grade C,1.32,27.56,27.65,True
Potato,Local,Vegetable,Gujarat,Rajkot,Rajkot APMC,Zaid,4,65.68,Grade A,1.37,16.53,25.81,True
Rice,Basmati,Cereal,Maharashtra,Mumbai,Vashi APMC,Zaid,7,144.62,Grade A,1.17,81.74,124.18,True
Rice,Basmati,Cereal,Maharashtra,Pune,Pune APMC,Rabi,5,1825.64,Grade B,1.57,69.63,111.19,True
Maize,Hybrid,Cereal,Uttar Pradesh,Agra,Agra Mandi,Zaid,2,3400.27,Grade C,1.59,23.28,27.55,True
Tomato,Hybrid,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Kharif,8,3856.17,Grade A,1.39,26.17,41.1,True
Tomato,Desi,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Year-Round,2,434.36,Grade A,1.09,18.92,21.48,True
Potato,Local,Vegetable,Gujarat,Rajkot,Rajkot APMC,Zaid,2,80.14,Grade B,0.72,18.56,12.99,True
Tomato,Hybrid,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Rabi,6,298.62,Grade B,0.69,21.78,15.78,True
Mango,Local,Fruit,Maharashtra,Pune,Pune APMC,Zaid,7,4649.68,Grade B,1.09,63.55,72.16,True
Green Chilli,Local,Spice,Madhya Pradesh,Indore,Indore Mandi,Kharif,5,216.66,Grade B,0.86,44.74,40.42,True
Tomato,Hybrid,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Zaid,10,2950.03,Grade C,1.35,25.42,25.19,True
Tomato,Desi,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Rabi,8,1485.35,Grade C,1.28,18.89,22.5,True
Tomato,Desi,Vegetable,Maharashtra,Pune,Pune APMC,Year-Round,11,1394.16,Grade B,1.08,21.13,22.23,True
Rice,Basmati,Cereal,Uttar Pradesh,Agra,Agra Mandi,Kharif,2,2361.49,Grade A,1.01,76.11,73.54,True
Tomato,Desi,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Year-Round,3,2197.4,Grade B,1.69,20.62,31.88,True
Green Chilli,Local,Spice,Maharashtra,Nashik,Nashik APMC,Rabi,1,4654.35,Grade A,1.61,37.3,61.18,True
Green Chilli,Local,Spice,Punjab,Ludhiana,Ludhiana Mandi,Zaid,1,1428.28,Grade B,0.76,41.27,29.26,True
Maize,Hybrid,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Year-Round,12,4997.36,Grade B,0.73,17.73,11.64,True
Maize,Hybrid,Cereal,Maharashtra,Mumbai,Vashi APMC,Zaid,3,1880.58,Grade A,0.66,21.2,16.46,True
Onion,Red,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Rabi,9,4355.33,Grade A,1.48,24.02,37.49,True
Rice,Common,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Kharif,8,4657.5,Grade A,0.75,35.39,28.89,True
Rice,Basmati,Cereal,Uttar Pradesh,Agra,Agra Mandi,Kharif,12,262.88,Grade C,1.4,78.09,92.8,True
Green Chilli,Local,Spice,Karnataka,Bengaluru,Bengaluru APMC,Zaid,5,4559.79,Grade C,1.61,40.56,55.32,True
Potato,Local,Vegetable,Maharashtra,Nashik,Nashik APMC,Zaid,1,4535.03,Grade B,0.92,18.89,15.52,True
Soybean,Local,Oilseed,Karnataka,Bengaluru,Bengaluru APMC,Rabi,4,2301.85,Grade B,0.92,43.41,38.1,True
Mango,Local,Fruit,Maharashtra,Mumbai,Vashi APMC,Rabi,11,1943.77,Grade A,1.04,63.64,66.04,True
Green Chilli,Local,Spice,Maharashtra,Nashik,Nashik APMC,Kharif,7,1773.07,Grade B,1.05,40.53,45.25,True
Potato,Local,Vegetable,Maharashtra,Nashik,Nashik APMC,Year-Round,1,3050.43,Grade C,0.95,17.32,12.12,True
Wheat,Common,Cereal,Maharashtra,Mumbai,Vashi APMC,Kharif,2,3036.29,Grade A,1.17,28.39,32.39,True
Onion,Red,Vegetable,Maharashtra,Pune,Pune APMC,Year-Round,5,2677.15,Grade C,1.38,23.48,30.33,True
Rice,Basmati,Cereal,Maharashtra,Nashik,Nashik APMC,Kharif,12,3117.69,Grade A,1.68,72.24,131.49,True
Potato,Local,Vegetable,Maharashtra,Mumbai,Vashi APMC,Kharif,8,4536.78,Grade C,0.8,19.62,13.35,True
Onion,Red,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Year-Round,9,4456.2,Grade B,1.45,20.08,26.08,True
Tomato,Desi,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Zaid,10,3414.12,Grade B,0.69,21.35,12.28,True
Tomato,Desi,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Rabi,3,870.46,Grade A,1.13,20.72,25.77,True
Mango,Local,Fruit,Karnataka,Bengaluru,Bengaluru APMC,Rabi,4,4759.58,Grade A,1.79,56.69,111.01,True
Maize,Hybrid,Cereal,Maharashtra,Pune,Pune APMC,Zaid,6,3130.6,Grade A,1.78,22.97,48.73,True
Groundnut,Local,Oilseed,Punjab,Ludhiana,Ludhiana Mandi,Rabi,11,2631.23,Grade B,1.77,52.18,85.34,True
Wheat,Common,Cereal,Uttar Pradesh,Agra,Agra Mandi,Year-Round,1,2318.26,Grade A,1.54,28.69,47.51,True
Green Chilli,Local,Spice,Maharashtra,Pune,Pune APMC,Year-Round,12,1181.95,Grade A,1.36,37.77,54.35,True
Tomato,Desi,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Year-Round,6,2172.08,Grade C,0.64,23.36,13.37,True
Soybean,Local,Oilseed,Karnataka,Bengaluru,Bengaluru APMC,Kharif,7,4601.68,Grade A,1.79,40.16,80.05,True
Green Chilli,Local,Spice,Uttar Pradesh,Agra,Agra Mandi,Zaid,7,2906.76,Grade A,1.03,37.81,47.98,True
Onion,Red,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Zaid,1,1239.97,Grade B,0.83,19.31,14.88,True
Maize,Hybrid,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Rabi,6,4340.51,Grade C,0.94,22.19,18.91,True
Groundnut,Local,Oilseed,Gujarat,Rajkot,Rajkot APMC,Zaid,12,3805.94,Grade B,0.94,58.43,48.93,True
Rice,Common,Cereal,Maharashtra,Pune,Pune APMC,Year-Round,4,4124.65,Grade B,1.67,31.03,49.0,True
Wheat,Common,Cereal,Maharashtra,Nashik,Nashik APMC,Year-Round,7,212.41,Grade A,1.36,24.85,41.27,True
Potato,Local,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Kharif,8,4142.4,Grade B,0.66,19.3,12.98,True
Wheat,Common,Cereal,Maharashtra,Pune,Pune APMC,Year-Round,9,2343.3,Grade A,0.65,28.83,19.88,True
Green Chilli,Local,Spice,Uttar Pradesh,Agra,Agra Mandi,Kharif,9,353.59,Grade A,1.03,37.23,44.2,True
Rice,Common,Cereal,Uttar Pradesh,Agra,Agra Mandi,Kharif,3,4419.54,Grade A,0.66,33.34,20.66,True
Potato,Local,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Year-Round,5,3807.39,Grade B,1.33,16.77,21.42,True
Maize,Hybrid,Cereal,Uttar Pradesh,Agra,Agra Mandi,Year-Round,6,2058.47,Grade C,0.86,22.45,19.35,True
Wheat,Common,Cereal,Maharashtra,Nashik,Nashik APMC,Year-Round,10,3561.14,Grade A,0.8,28.94,25.21,True
Groundnut,Local,Oilseed,Gujarat,Rajkot,Rajkot APMC,Rabi,1,3027.69,Grade B,0.96,59.27,52.99,True
Rice,Basmati,Cereal,Maharashtra,Nashik,Nashik APMC,Kharif,3,1877.94,Grade B,1.72,78.21,127.62,True
Rice,Common,Cereal,Maharashtra,Mumbai,Vashi APMC,Rabi,7,669.37,Grade C,1.62,34.43,51.33,True
Maize,Hybrid,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Kharif,6,3342.47,Grade A,0.79,22.55,20.92,True
Rice,Common,Cereal,Gujarat,Rajkot,Rajkot APMC,Kharif,10,857.02,Grade A,1.54,33.01,56.54,True
Potato,Local,Vegetable,Maharashtra,Mumbai,Vashi APMC,Year-Round,10,3098.76,Grade A,1.61,18.19,28.89,True
Potato,Local,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Kharif,8,305.76,Grade B,1.21,19.01,24.38,True
Potato,Local,Vegetable,Maharashtra,Mumbai,Vashi APMC,Year-Round,11,4333.21,Grade A,0.79,16.39,12.24,True
Wheat,Common,Cereal,Uttar Pradesh,Agra,Agra Mandi,Zaid,8,1289.82,Grade B,1.35,30.71,42.77,True
Potato,Local,Vegetable,Maharashtra,Mumbai,Vashi APMC,Rabi,8,306.59,Grade A,1.26,16.56,24.05,True
Groundnut,Local,Oilseed,Karnataka,Bengaluru,Bengaluru APMC,Kharif,5,3676.86,Grade C,1.09,52.64,44.1,True
Potato,Local,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Kharif,7,4725.02,Grade A,1.37,19.61,32.57,True
Rice,Common,Cereal,Maharashtra,Mumbai,Vashi APMC,Year-Round,8,4952.29,Grade B,0.99,34.92,32.93,True
Soybean,Local,Oilseed,Maharashtra,Nashik,Nashik APMC,Rabi,5,4895.84,Grade C,1.27,46.23,46.69,True
Tomato,Hybrid,Vegetable,Maharashtra,Mumbai,Vashi APMC,Kharif,11,3047.14,Grade A,1.22,26.49,35.21,True
Wheat,Common,Cereal,Maharashtra,Pune,Pune APMC,Rabi,11,2997.03,Grade C,0.81,31.96,18.98,True
Potato,Local,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Zaid,5,124.8,Grade B,1.76,19.17,35.31,True
Tomato,Hybrid,Vegetable,Gujarat,Rajkot,Rajkot APMC,Year-Round,11,1391.93,Grade B,1.32,24.57,30.61,True
Rice,Basmati,Cereal,Karnataka,Bengaluru,Bengaluru APMC,Rabi,12,3156.06,Grade A,1.06,75.42,87.12,True
Potato,Local,Vegetable,Maharashtra,Nashik,Nashik APMC,Rabi,10,3710.07,Grade A,0.86,17.96,17.35,True
Groundnut,Local,Oilseed,Uttar Pradesh,Agra,Agra Mandi,Rabi,11,467.29,Grade A,1.57,56.15,97.23,True
Groundnut,Local,Oilseed,Maharashtra,Nashik,Nashik APMC,Zaid,8,1184.4,Grade A,1.26,60.37,92.52,True
Wheat,Common,Cereal,Madhya Pradesh,Indore,Indore Mandi,Kharif,4,118.04,Grade C,0.9,26.44,19.36,True
Tomato,Desi,Vegetable,Gujarat,Rajkot,Rajkot APMC,Zaid,3,1115.95,Grade B,1.32,17.25,22.65,True
Rice,Common,Cereal,Maharashtra,Pune,Pune APMC,Rabi,3,2492.83,Grade C,0.94,33.67,26.86,True
Rice,Basmati,Cereal,Maharashtra,Nashik,Nashik APMC,Zaid,8,388.87,Grade B,1.05,75.92,85.93,True
Maize,Hybrid,Cereal,Madhya Pradesh,Indore,Indore Mandi,Kharif,1,4481.96,Grade C,1.4,21.59,24.05,True
Soybean,Local,Oilseed,Maharashtra,Mumbai,Vashi APMC,Zaid,10,2522.19,Grade B,1.24,46.38,50.25,True
Tomato,Desi,Vegetable,Maharashtra,Pune,Pune APMC,Zaid,11,3014.28,Grade A,0.84,17.34,16.74,True
Groundnut,Local,Oilseed,Uttar Pradesh,Agra,Agra Mandi,Year-Round,1,3833.98,Grade C,1.09,49.47,42.44,True
Rice,Basmati,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Year-Round,1,968.95,Grade B,1.4,75.81,99.49,True
Onion,Red,Vegetable,Maharashtra,Mumbai,Vashi APMC,Zaid,1,1583.54,Grade C,0.9,27.19,20.5,True
Green Chilli,Local,Spice,Punjab,Ludhiana,Ludhiana Mandi,Zaid,8,3957.0,Grade A,0.97,36.33,36.46,True
Soybean,Local,Oilseed,Maharashtra,Pune,Pune APMC,Zaid,1,557.71,Grade A,1.07,45.63,59.46,True
Rice,Basmati,Cereal,Maharashtra,Nashik,Nashik APMC,Rabi,7,4197.65,Grade B,1.63,72.66,125.82,True
Rice,Basmati,Cereal,Maharashtra,Nashik,Nashik APMC,Kharif,7,937.3,Grade B,1.43,72.5,110.8,True
Tomato,Hybrid,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Year-Round,5,3675.39,Grade C,1.22,24.44,25.89,True
Soybean,Local,Oilseed,Madhya Pradesh,Indore,Indore Mandi,Year-Round,2,2620.16,Grade B,1.33,40.04,45.15,True
Mango,Local,Fruit,Gujarat,Rajkot,Rajkot APMC,Year-Round,9,2108.09,Grade C,1.11,74.73,67.45,True
Soybean,Local,Oilseed,Maharashtra,Nashik,Nashik APMC,Kharif,3,2756.09,Grade B,1.29,44.85,56.83,True
Rice,Common,Cereal,Gujarat,Rajkot,Rajkot APMC,Year-Round,7,615.71,Grade B,1.52,38.06,64.11,True
Rice,Common,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Kharif,1,4293.68,Grade A,1.41,37.62,52.92,True
Groundnut,Local,Oilseed,Gujarat,Rajkot,Rajkot APMC,Rabi,9,3670.02,Grade A,1.44,54.01,85.69,True
Rice,Basmati,Cereal,Gujarat,Rajkot,Rajkot APMC,Kharif,3,1463.27,Grade B,1.24,82.99,96.06,True
Maize,Hybrid,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Zaid,5,2078.21,Grade B,1.38,19.64,27.96,True
